Reference,London Borough Name,Casualty Class,Casualty Sex,Casualty Age Band,Casualty Age,Number Of Casualties,Casualty Severity,Pedestrian Location,Pedestrian Movement,Mode Of Travel,Attendant Location,Number Of Vehicles,Date,Day,Time,Highway,Road Class 1,Road Number 1,Road Type,Speed Limit,Junction Detail,Junction Control,Road Class 2,Road Number 2,Pedestrian Crossing,Light Condition Band,Weather,Road Surface,Special Conditions,Carriage Way Hazard,Easting,Northing,Longitude,Latitude,Ward Code,Ward Name,Spatial Accuracy,Location,Organisation URI,Socrata ID,Last Uploaded
0116EK40545,CAMDEN,1 Driver/Rider,1 Male,25-59,35,1,3 Slight,-2 Unknown,-2 N/A,5 Taxi,HAMPSTEAD ROAD 30M N OF J/W HARRINGTON SQUARE,3,06/07/2016 10:40:00 PM,Wednesday,22.40,1 TLRN,A,400,3 Dual Cwy,3 40 MPH,0 No Jun In 20m,-2 Not Applicable,-2 Not Applicable,0,5 Pedn Phase At Ats,2 Dark,8 Other,1 Road-Dry,0 None,0 None,529150,183310,-0.139356,51.533934,,,Unknown,"(51.533934, -0.139356)",http://opendatacommunities.org/id/london-borough-council/camden,6440,21/12/2020 02:48:38 PM
1180081907,CAMDEN,2 Passenger,2 Female,0-15,10,1,3 Slight,-2 Unknown,-2 N/A,4 Car,CROWNDALE ROAD J/W CAMDEN STREET,2,06/01/2018 02:05:00 PM,Saturday,14.05,1 TLRN,B,512,6 Single Cwy,1 <= 20 MPH,6 Crossroads,2 Auto Sig,A,400,4 Pelican Or Similar,1 Daylight,1 Fine,1 Road-Dry,0 None,0 None,529410,183460,-0.135554,51.535223,,,Unknown,"(51.535223, -0.135554)",http://opendatacommunities.org/id/london-borough-council/camden,7653,21/12/2020 02:48:41 PM
1180137102,CAMDEN,3 Pedestrian,1 Male,25-59,36,1,3 Slight,01 Crossing Road On Ped Xing,1 From Drivers N/Side,1 Pedestrian,ACTON STREET J/W GRAYS INN  ROAD,1,05/10/2018 02:15:00 PM,Friday,14.15,1 TLRN,Unclassified,0,2 One-Way St,1 <= 20 MPH,3 T/Stag Jun,4 Give Way/Uncontrolled,A,501,1 Zebra,1 Daylight,1 Fine,1 Road-Dry,0 None,0 None,530577,182712,-0.119015,51.528232,,,Unknown,"(51.528232, -0.119015)",http://opendatacommunities.org/id/london-borough-council/camden,8386,21/12/2020 02:48:42 PM
1160024410,CAMDEN,3 Pedestrian,2 Female,25-59,56,1,2 Serious,05 Crossing Road (Not On Xing),1 From Drivers N/Side,1 Pedestrian,GREENLAND STREET J/W GREENLAND PLACE,1,05/10/2016 10:10:00 AM,Wednesday,10.10,3 Bor,Unclassified,0,2 One-Way St,2 30 MPH,3 T/Stag Jun,4 Give Way/Uncontrolled,Unclassified,0,0 No Xing Facility In 50m,1 Daylight,1 Fine,1 Road-Dry,0 None,0 None,529000,183790,-0.141342,51.538282,,,Unknown,"(51.538282, -0.141342)",http://opendatacommunities.org/id/london-borough-council/camden,5902,21/12/2020 02:48:38 PM
1170073567,CAMDEN,1 Driver/Rider,1 Male,16-24,23,1,2 Serious,-2 Unknown,-2 N/A,3 Powered 2 Wheeler,KILBURN HIGH ROAD 15M N OF J/W BELSIZE ROAD,2,29/11/2017 03:29:00 AM,Wednesday,3.29,3 Bor,A,5,6 Single Cwy,2 30 MPH,9 Other Jun,2 Auto Sig,B,509,5 Pedn Phase At Ats,2 Dark,1 Fine,1 Road-Dry,0 None,0 None,525420,183620,-0.192994,51.53756,,,Unknown,"(51.53756, -0.192994)",http://opendatacommunities.org/id/london-borough-council/camden,7562,21/12/2020 02:48:41 PM
0115EK41094,CAMDEN,1 Driver/Rider,1 Male,25-59,33,1,2 Serious,-2 Unknown,-2 N/A,7 Goods Vehicle,KINGSWAY J/W GREAT QUEEN STREET.,3,20/11/2015 12:30:00 PM,Friday,12.30,3 Bor,A,4200,6 Single Cwy,2 30 MPH,6 Crossroads,2 Auto Sig,B,402,5 Pedn Phase At Ats,1 Daylight,1 Fine,1 Road-Dry,0 None,0 None,530560,181380,-0.119754,51.516265,,,Unknown,"(51.516265, -0.119754)",http://opendatacommunities.org/id/london-borough-council/camden,5500,21/12/2020 02:48:37 PM
1180135902,CAMDEN,2 Passenger,2 Female,16-24,24,1,3 Slight,-2 Unknown,-2 N/A,4 Car,YORK WAY J/W WHARFDALE ROAD,1,30/09/2018 08:35:00 PM,Sunday,20.35,3 Bor,A,5200,6 Single Cwy,1 <= 20 MPH,7 Multi Jun,2 Auto Sig,C,0,5 Pedn Phase At Ats,2 Dark,1 Fine,1 Road-Dry,0 None,0 None,530340,183290,-0.122216,51.533481,,,Unknown,"(51.533481, -0.122216)",http://opendatacommunities.org/id/london-borough-council/camden,8367,21/12/2020 02:48:42 PM
1190193959,CAMDEN,1 DRIVER/RIDER,1 MALE,25-59,47,1,3 SLIGHT,'-2 NOT APPLICABLE,'-2 NOT APPLICABLE,2 PEDAL CYCLE,"On Park Square East, near the junction with Outer Circle.",2,16/07/2019 05:55:00 PM,Tuesday,17.55,3 BOR,6,0,6 SINGLE CWY,20,03 T/STAG JUN,4 GIVE WAY/UNCONTROLLED,6,0,8 CENTRAL REFUGE,2 DAYLIGHT,1 FINE,1 ROAD-DRY,0 NONE,0 NONE,528743,182315,-0.145584,51.525085,,,Unknown,"(51.525085, -0.145584)",http://opendatacommunities.org/id/london-borough-council/camden,9192,21/12/2020 02:48:44 PM
0115EK40579,CAMDEN,1 Driver/Rider,1 Male,16-24,23,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle,HOWLAND STREET J/W WHITEFIELD STREET,1,24/06/2015 07:20:00 AM,Wednesday,7.20,3 Bor,C,0,2 One-Way St,2 30 MPH,6 Crossroads,4 Give Way/Uncontrolled,Unclassified,0,0 No Xing Facility In 50m,1 Daylight,1 Fine,1 Road-Dry,0 None,0 None,529360,181970,-0.136822,51.521844,,,Unknown,"(51.521844, -0.136822)",http://opendatacommunities.org/id/london-borough-council/camden,5067,21/12/2020 02:48:36 PM
1180146590,CAMDEN,1 Driver/Rider,1 Male,0-15,11,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle,LEIGHTON ROAD J/W BARTHOLOMEW ROAD,2,16/11/2018 04:45:00 PM,Friday,16.45,3 Bor,C,0,6 Single Cwy,1 <= 20 MPH,3 T/Stag Jun,4 Give Way/Uncontrolled,Unclassified,0,0 No Xing Facility In 50m,1 Daylight,1 Fine,1 Road-Dry,0 None,0 None,529420,185180,-0.134778,51.550678,,,Unknown,"(51.550678, -0.134778)",http://opendatacommunities.org/id/london-borough-council/camden,8528,21/12/2020 02:48:43 PM
0115EK41187,CAMDEN,1 Driver/Rider,2 Female,25-59,48,1,3 Slight,-2 Unknown,-2 N/A,4 Car,CAMDEN STREET J/W PLENDER STREET.,2,22/11/2015 12:00:00 PM,Sunday,12.00,1 TLRN,A,400,6 Single Cwy,2 30 MPH,6 Crossroads,2 Auto Sig,Unclassified,0,5 Pedn Phase At Ats,1 Daylight,1 Fine,1 Road-Dry,1 Traf Sig Out,0 None,529320,183630,-0.136789,51.536771,,,Unknown,"(51.536771, -0.136789)",http://opendatacommunities.org/id/london-borough-council/camden,5574,21/12/2020 02:48:37 PM
1180084179,CAMDEN,3 Pedestrian,2 Female,25-59,49,1,3 Slight,04 Crossing Road Within 50m Xing,1 From Drivers N/Side,1 Pedestrian,MALDEN ROAD J/W GRAFTON TERRACE,1,17/01/2018 05:00:00 PM,Wednesday,17.00,3 Bor,B,517,6 Single Cwy,2 30 MPH,9 Other Jun,4 Give Way/Uncontrolled,Unclassified,0,1 Zebra,2 Dark,1 Fine,1 Road-Dry,0 None,0 None,528110,185060,-0.153705,51.549898,,,Unknown,"(51.549898, -0.153705)",http://opendatacommunities.org/id/london-borough-council/camden,7677,21/12/2020 02:48:41 PM
1180103931,CAMDEN,1 Driver/Rider,1 Male,25-59,26,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle,UPPER WOBURN PLACE 25M S OF J/W EUSTON ROAD,3,24/04/2018 06:15:00 PM,Tuesday,18.15,3 Bor,A,4200,6 Single Cwy,2 30 MPH,0 No Jun In 20m,-2 Not Applicable,-2 Not Applicable,0,5 Pedn Phase At Ats,1 Daylight,1 Fine,1 Road-Dry,0 None,0 None,529780,182550,-0.130558,51.52696,,,Unknown,"(51.52696, -0.130558)",http://opendatacommunities.org/id/london-borough-council/camden,7928,21/12/2020 02:48:41 PM
1190181326,CAMDEN,1 DRIVER/RIDER,1 MALE,25-59,48,1,3 SLIGHT,'-2 NOT APPLICABLE,'-2 NOT APPLICABLE,2 PEDAL CYCLE,"On Bayham street , near the junction with Plender street.",2,16/05/2019 02:05:00 PM,Thursday,14.05,3 BOR,5,0,2 ONE-WAY ST,20,06 CROSSROADS,2 AUTO SIG,6,0,0 NO XING FACILITY IN 50M,2 DAYLIGHT,1 FINE,1 ROAD-DRY,0 NONE,0 NONE,529190,183565,-0.138686,51.536217,,,Unknown,"(51.536217, -0.138686)",http://opendatacommunities.org/id/london-borough-council/camden,9013,21/12/2020 02:48:44 PM
1160000925,CAMDEN,1 Driver/Rider,1 Male,25-59,32,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler,PANCRAS ROAD J/W ST PANCRAS WAY,1,09/11/2016 02:45:00 PM,Wednesday,14.45,3 Bor,A,5202,6 Single Cwy,1 <= 20 MPH,9 Other Jun,4 Give Way/Uncontrolled,A,5202,0 No Xing Facility In 50m,1 Daylight,2 Raining,2 Road-Wet,0 None,0 None,529598,183494,-0.132833,51.535485,,,Unknown,"(51.535485, -0.132833)",http://opendatacommunities.org/id/london-borough-council/camden,5654,21/12/2020 02:48:37 PM
1180092380,CAMDEN,3 Pedestrian,2 Female,25-59,51,1,3 Slight,04 Crossing Road Within 50m Xing,1 From Drivers N/Side,1 Pedestrian,TOTTENHAM COURT ROAD J/W BAYLEY STREET,1,24/02/2018 03:35:00 PM,Saturday,15.35,3 Bor,A,400,2 One-Way St,1 <= 20 MPH,3 T/Stag Jun,2 Auto Sig,B,506,4 Pelican Or Similar,1 Daylight,1 Fine,1 Road-Dry,0 None,0 None,529690,181610,-0.1322,51.518533,,,Unknown,"(51.518533, -0.1322)",http://opendatacommunities.org/id/london-borough-council/camden,7773,21/12/2020 02:48:41 PM
1170053839,CAMDEN,1 Driver/Rider,1 Male,25-59,33,1,3 Slight,-2 Unknown,-2 N/A,4 Car,CAMDEN ROAD J/W LYME STREET,2,29/07/2017 04:09:00 AM,Saturday,4.09,1 TLRN,A,503,6 Single Cwy,2 30 MPH,3 T/Stag Jun,4 Give Way/Uncontrolled,Unclassified,0,0 No Xing Facility In 50m,1 Daylight,1 Fine,2 Road-Wet,0 None,0 None,529150,184100,-0.139066,51.541034,,,Unknown,"(51.541034, -0.139066)",http://opendatacommunities.org/id/london-borough-council/camden,7244,21/12/2020 02:48:40 PM
0115EK41107,CAMDEN,1 Driver/Rider,1 Male,25-59,36,1,3 Slight,-2 Unknown,-2 N/A,4 Car,EVERSHOLT STREET J/W CRANLEIGH STREET.,2,12/12/2015 06:45:00 PM,Saturday,18.45,3 Bor,A,4200,6 Single Cwy,2 30 MPH,3 T/Stag Jun,4 Give Way/Uncontrolled,Unclassified,0,0 No Xing Facility In 50m,2 Dark,1 Fine,1 Road-Dry,0 None,0 None,529370,183130,-0.136252,51.532266,,,Unknown,"(51.532266, -0.136252)",http://opendatacommunities.org/id/london-borough-council/camden,5513,21/12/2020 02:48:37 PM
1160009338,CAMDEN,3 Pedestrian,1 Male,25-59,28,1,2 Serious,04 Crossing Road Within 50m Xing,3 From Drivers O/Side,1 Pedestrian,KILBURN HIGH ROAD J/W PRIORY PARK ROAD,1,31/12/2016 06:36:00 PM,Saturday,18.36,3 Bor,A,5,3 Dual Cwy,2 30 MPH,3 T/Stag Jun,4 Give Way/Uncontrolled,Unclassified,0,4 Pelican Or Similar,2 Dark,1 Fine,2 Road-Wet,0 None,0 None,525180,183930,-0.196343,51.540399,,,Unknown,"(51.540399, -0.196343)",http://opendatacommunities.org/id/london-borough-council/camden,5816,21/12/2020 02:48:37 PM
1190212053,CAMDEN,3 PEDESTRIAN,2 FEMALE,25-59,26,2,3 SLIGHT,01 CROSSING ROAD ON PED XING,'-2 NOT APPLICABLE,1 PEDESTRIAN,"On Euston Road, near the junction with Eversholt Street.",1,16/10/2019 08:55:00 AM,Wednesday,8.55,1 TLRN,A,501,3 DUAL CWY,30,06 CROSSROADS,2 AUTO SIG,A,4200,4 PELICAN OR SIMILAR,2 DAYLIGHT,1 FINE,2 ROAD-WET,0 NONE,0 NONE,529758,182595,-0.130858,51.527369,,,Unknown,"(51.527369, -0.130858)",http://opendatacommunities.org/id/london-borough-council/camden,9445,21/12/2020 02:48:44 PM
1180144496,CAMDEN,3 Pedestrian,2 Female,25-59,31,1,2 Serious,01 Crossing Road On Ped Xing,1 From Drivers N/Side,1 Pedestrian,PENTONVILLE ROAD J/W KINGS CROSS ROAD,1,09/11/2018 07:44:00 PM,Friday,19.44,1 TLRN,A,501,2 One-Way St,2 30 MPH,3 T/Stag Jun,2 Auto Sig,A,501,5 Pedn Phase At Ats,2 Dark,2 Raining,2 Road-Wet,0 None,0 None,530540,183000,-0.119442,51.530829,,,Unknown,"(51.530829, -0.119442)",http://opendatacommunities.org/id/london-borough-council/camden,8507,21/12/2020 02:48:43 PM
1180131238,CAMDEN,1 Driver/Rider,1 Male,25-59,25,1,1 Fatal,-2 Unknown,-2 N/A,3 Powered 2 Wheeler,KENTISH TOWN ROAD APPROX 200M S OF J/W PRINCE OF WALES ROAD NW5,1,07/09/2018 05:10:00 PM,Friday,17.10,3 Bor,A,400,6 Single Cwy,2 30 MPH,0 No Jun In 20m,-2 Not Applicable,-2 Not Applicable,0,0 No Xing Facility In 50m,1 Daylight,1 Fine,1 Road-Dry,0 None,0 None,528970,184450,-0.141532,51.54422,,,Unknown,"(51.54422, -0.141532)",http://opendatacommunities.org/id/london-borough-council/camden,8308,21/12/2020 02:48:42 PM
1180105160,CAMDEN,1 Driver/Rider,2 Female,25-59,52,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle,PARKWAY NW1 J/W CAMDEN ROAD NW1,2,08/06/2018 09:05:00 AM,Friday,9.05,1 TLRN,A,4201,6 Single Cwy,1 <= 20 MPH,7 Multi Jun,2 Auto Sig,A,503,5 Pedn Phase At Ats,1 Daylight,1 Fine,1 Road-Dry,0 None,0 None,528910,183860,-0.142613,51.538932,,,Unknown,"(51.538932, -0.142613)",http://opendatacommunities.org/id/london-borough-council/camden,7945,21/12/2020 02:48:41 PM
0115EK40351,CAMDEN,1 Driver/Rider,1 Male,60+,62,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle,KENTISH TOWN ROAD J/W KELLY STREET,2,14/04/2015 10:25:00 AM,Tuesday,10.25,3 Bor,A,400,6 Single Cwy,2 30 MPH,6 Crossroads,4 Give Way/Uncontrolled,Unclassified,0,1 Zebra,1 Daylight,1 Fine,1 Road-Dry,0 None,0 None,528950,184620,-0.141758,51.545752,,,Unknown,"(51.545752, -0.141758)",http://opendatacommunities.org/id/london-borough-council/camden,4861,21/12/2020 02:48:36 PM
1190211646,CAMDEN,2 PASSENGER,2 FEMALE,25-59,31,2,3 SLIGHT,'-2 NOT APPLICABLE,'-2 NOT APPLICABLE,4 CAR,"On York Way, near the junction with Freight Lane.",2,14/10/2019 04:45:00 PM,Monday,16.45,3 BOR,A,5200,6 SINGLE CWY,20,03 T/STAG JUN,2 AUTO SIG,6,0,0 NO XING FACILITY IN 50M,2 DAYLIGHT,2 RAINING,2 ROAD-WET,0 NONE,0 NONE,530134,184051,-0.124903,51.540368,,,Unknown,"(51.540368, -0.124903)",http://opendatacommunities.org/id/london-borough-council/camden,9433,21/12/2020 02:48:44 PM
1180148172,CAMDEN,1 Driver/Rider,1 Male,16-24,19,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle,BAYNES STREET 25M W OF J/W ROYAL COLLEGE STREET,2,26/11/2018 09:52:00 AM,Monday,9.52,3 Bor,Unclassified,0,2 One-Way St,1 <= 20 MPH,0 No Jun In 20m,-2 Not Applicable,-2 Not Applicable,0,1 Zebra,1 Daylight,1 Fine,1 Road-Dry,0 None,0 None,529280,184102,-0.137192,51.541022,,,Unknown,"(51.541022, -0.137192)",http://opendatacommunities.org/id/london-borough-council/camden,8557,21/12/2020 02:48:43 PM
0115EK40407,CAMDEN,1 Driver/Rider,1 Male,25-59,34,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle,FINCHLEY ROAD J/W LITHOS ROAD,3,24/05/2015 02:10:00 PM,Sunday,14.10,1 TLRN,A,41,6 Single Cwy,2 30 MPH,3 T/Stag Jun,4 Give Way/Uncontrolled,Unclassified,0,4 Pelican Or Similar,1 Daylight,1 Fine,1 Road-Dry,0 None,0 None,526120,185010,-0.182408,51.549896,,,Unknown,"(51.549896, -0.182408)",http://opendatacommunities.org/id/london-borough-council/camden,4903,21/12/2020 02:48:36 PM
1190195347,CAMDEN,3 PEDESTRIAN,2 FEMALE,0-15,15,4,3 SLIGHT,04 CROSSING ROAD WITHIN 50M XING,'-2 NOT APPLICABLE,1 PEDESTRIAN,"On Gower Street, near the junction with Kepple  St.",1,23/07/2019 10:55:00 AM,Tuesday,10.55,3 BOR,A,400,6 SINGLE CWY,20,06 CROSSROADS,2 AUTO SIG,A,400,4 PELICAN OR SIMILAR,2 DAYLIGHT,1 FINE,1 ROAD-DRY,4 ROADWORKS,0 NONE,529825,181825,-0.130177,51.520434,,,Unknown,"(51.520434, -0.130177)",http://opendatacommunities.org/id/london-borough-council/camden,9219,21/12/2020 02:48:44 PM
0116EK40132,CAMDEN,1 Driver/Rider,1 Male,25-59,51,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler,BLOOMSBURY STREET J/W BUCKNALL STREET,2,07/03/2016 12:56:00 PM,Monday,12.56,3 Bor,A,400,2 One-Way St,2 30 MPH,3 T/Stag Jun,4 Give Way/Uncontrolled,B,522,5 Pedn Phase At Ats,1 Daylight,1 Fine,1 Road-Dry,0 None,0 None,530070,181410,-0.1268,51.516648,,,Unknown,"(51.516648, -0.1268)",http://opendatacommunities.org/id/london-borough-council/camden,6090,21/12/2020 02:48:38 PM
1190194882,CAMDEN,1 DRIVER/RIDER,1 MALE,25-59,48,1,2 SERIOUS,'-2 NOT APPLICABLE,'-2 NOT APPLICABLE,8 OTHER VEHICLE,"On Ferdinand Place, 15 metres west of the junction with Ferdinand Street.",2,20/07/2019 10:37:00 PM,Saturday,22.37,3 BOR,6,0,6 SINGLE CWY,30,09 OTHER JUN,4 GIVE WAY/UNCONTROLLED,B,517,0 NO XING FACILITY IN 50M,1 DARK,1 FINE,1 ROAD-DRY,0 NONE,0 NONE,528463,184360,-0.148872,51.543527,,,Unknown,"(51.543527, -0.148872)",http://opendatacommunities.org/id/london-borough-council/camden,9206,21/12/2020 02:48:44 PM
1170018997,CAMDEN,2 Passenger,2 Female,Unknown,0,1,3 Slight,-2 Unknown,-2 N/A,4 Car,THEOBALDS ROAD J/W EMERALDS STREET,2,13/02/2017 04:15:00 PM,Monday,16.15,3 Bor,A,401,6 Single Cwy,2 30 MPH,3 T/Stag Jun,2 Auto Sig,Unclassified,0,0 No Xing Facility In 50m,1 Daylight,9 Unknown,1 Road-Dry,0 None,0 None,530735,181865,-0.117053,51.520584,,,Unknown,"(51.520584, -0.117053)",http://opendatacommunities.org/id/london-borough-council/camden,6679,21/12/2020 02:48:39 PM
1190167628,CAMDEN,3 PEDESTRIAN,1 MALE,25-59,31,1,3 SLIGHT,04 CROSSING ROAD WITHIN 50M XING,1 FROM DRIVERS N/SIDE,1 PEDESTRIAN,"On Tavistock Square, near the junction with gordon square.",1,07/03/2019 04:33:00 PM,Thursday,16.33,3 BOR,6,0,6 SINGLE CWY,30,03 T/STAG JUN,4 GIVE WAY/UNCONTROLLED,6,0,1 ZEBRA,2 DAYLIGHT,5 RAINING/HIGH WINDS,2 ROAD-WET,0 NONE,0 NONE,529816,182376,-0.130103,51.525388,,,Unknown,"(51.525388, -0.130103)",http://opendatacommunities.org/id/london-borough-council/camden,8827,21/12/2020 02:48:43 PM
0116EK40438,CAMDEN,1 Driver/Rider,2 Female,25-59,40,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler,EUSTON ROAD J/W BELGROVE STREET.,2,22/06/2016 09:08:00 AM,Wednesday,9.08,1 TLRN,A,501,3 Dual Cwy,2 30 MPH,6 Crossroads,2 Auto Sig,Unclassified,0,5 Pedn Phase At Ats,1 Daylight,1 Fine,1 Road-Dry,0 None,0 None,530240,182900,-0.123801,51.529999,,,Unknown,"(51.529999, -0.123801)",http://opendatacommunities.org/id/london-borough-council/camden,6352,21/12/2020 02:48:38 PM
1190165211,CAMDEN,1 DRIVER/RIDER,1 MALE,16-24,19,2,3 SLIGHT,'-2 NOT APPLICABLE,'-2 NOT APPLICABLE,4 CAR,"On OSSOULSTON STREET, NW1, 30 metres south of the junction with PHOENIX ROAD, NW1.",4,23/02/2019 01:42:00 PM,Saturday,13.42,3 BOR,5,0,7 SLIP RD,20,00 NO JUN IN 20M,,0,0,0 NO XING FACILITY IN 50M,2 DAYLIGHT,1 FINE,1 ROAD-DRY,0 NONE,0 NONE,529799,183006,-0.130116,51.531053,,,Unknown,"(51.531053, -0.130116)",http://opendatacommunities.org/id/london-borough-council/camden,8798,21/12/2020 02:48:43 PM
1170045529,CAMDEN,3 Pedestrian,2 Female,60+,68,1,3 Slight,01 Crossing Road On Ped Xing,1 From Drivers N/Side,1 Pedestrian,NEW OXFORD STREET J/W BLOOMSBURY STREET,1,28/06/2017 06:15:00 PM,Wednesday,18.15,3 Bor,A,40,2 One-Way St,1 <= 20 MPH,6 Crossroads,2 Auto Sig,A,400,5 Pedn Phase At Ats,1 Daylight,1 Fine,1 Road-Dry,0 None,0 None,530070,181440,-0.126789,51.516918,,,Unknown,"(51.516918, -0.126789)",http://opendatacommunities.org/id/london-borough-council/camden,7088,21/12/2020 02:48:40 PM
1180094861,CAMDEN,1 Driver/Rider,1 Male,25-59,56,1,3 Slight,-2 Unknown,-2 N/A,4 Car,NFL NEW OXFORD STREET J/W STEDHAM PLACE,2,27/02/2018 03:20:00 PM,Tuesday,15.20,3 Bor,A,40,9 Unknown,2 30 MPH,3 T/Stag Jun,9 Unknown (S/R),A,40,9 Unknown (S/R),1 Daylight,9 Unknown,9 Unknown (S/R),9 Unknown (S/R),9 Unknown (S/R),530110,181450,-0.12621,51.516998,,,Unknown,"(51.516998, -0.12621)",http://opendatacommunities.org/id/london-borough-council/camden,7802,21/12/2020 02:48:41 PM
1170011820,CAMDEN,1 Driver/Rider,1 Male,25-59,26,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle,GRAYS INN ROAD J/W GUILFORD STREET,2,14/01/2017 11:15:00 PM,Saturday,23.15,3 Bor,A,5200,6 Single Cwy,1 <= 20 MPH,6 Crossroads,2 Auto Sig,B,502,5 Pedn Phase At Ats,2 Dark,1 Fine,2 Road-Wet,0 None,0 None,530800,182280,-0.115963,51.524298,,,Unknown,"(51.524298, -0.115963)",http://opendatacommunities.org/id/london-borough-council/camden,6584,21/12/2020 02:48:39 PM
1190198891,CAMDEN,3 PEDESTRIAN,2 FEMALE,16-24,19,1,3 SLIGHT,10 UNKNOWN OR OTHER,'-2 NOT APPLICABLE,1 PEDESTRIAN,"On Tavistock Square, near the junction with Woburn Place.",1,10/08/2019 07:10:00 PM,Saturday,19.10,3 BOR,A,4200,6 SINGLE CWY,20,06 CROSSROADS,4 GIVE WAY/UNCONTROLLED,5,0,5 PEDN PHASE AT ATS,2 DAYLIGHT,1 FINE,1 ROAD-DRY,0 NONE,0 NONE,529986,182317,-0.127676,51.524818,,,Unknown,"(51.524818, -0.127676)",http://opendatacommunities.org/id/london-borough-council/camden,9266,21/12/2020 02:48:44 PM
1160002653,CAMDEN,3 Pedestrian,2 Female,60+,73,1,3 Slight,01 Crossing Road On Ped Xing,3 From Drivers O/Side,1 Pedestrian,KILBURN HIGH ROAD 15M S OF J/W QUEX ROAD,1,21/11/2016 02:00:00 PM,Monday,14.00,3 Bor,A,5,6 Single Cwy,2 30 MPH,6 Crossroads,2 Auto Sig,B,510,5 Pedn Phase At Ats,1 Daylight,2 Raining,2 Road-Wet,0 None,0 None,525230,183820,-0.195661,51.5394,,,Unknown,"(51.5394, -0.195661)",http://opendatacommunities.org/id/london-borough-council/camden,5687,21/12/2020 02:48:37 PM
0116EK40536,CAMDEN,1 Driver/Rider,1 Male,25-59,44,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle,KENTISH TOWN ROAD 27M S J.W PATSHILL ROAD,2,19/07/2016 10:50:00 AM,Tuesday,10.50,3 Bor,A,400,6 Single Cwy,2 30 MPH,0 No Jun In 20m,-2 Not Applicable,-2 Not Applicable,0,4 Pelican Or Similar,1 Daylight,1 Fine,1 Road-Dry,0 None,0 None,528950,184760,-0.141707,51.547011,,,Unknown,"(51.547011, -0.141707)",http://opendatacommunities.org/id/london-borough-council/camden,6433,21/12/2020 02:48:38 PM
1190179163,CAMDEN,1 DRIVER/RIDER,1 MALE,25-59,28,1,3 SLIGHT,'-2 NOT APPLICABLE,'-2 NOT APPLICABLE,3 POWERED 2 WHEELER,"On Adelaide Road, 75 metres east of the junction with A41.. The nearest classified road was the A41. The nearest classified road was the A41",2,05/05/2019 10:14:00 PM,Sunday,22.14,1 TLRN,A,41,6 SINGLE CWY,20,00 NO JUN IN 20M,,0,0,5 PEDN PHASE AT ATS,1 DARK,2 RAINING,2 ROAD-WET,0 NONE,0 NONE,526723,184123,-0.174036,51.54179,,,Unknown,"(51.54179, -0.174036)",http://opendatacommunities.org/id/london-borough-council/camden,8984,21/12/2020 02:48:44 PM
0115EK40507,CAMDEN,1 Driver/Rider,1 Male,25-59,50,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle,BLLOMSBURY STREET 30M SE OF J/W BEDFORD AVENUE,1,24/06/2015 03:40:00 PM,Wednesday,15.40,3 Bor,A,400,2 One-Way St,2 30 MPH,0 No Jun In 20m,-2 Not Applicable,-2 Not Applicable,0,0 No Xing Facility In 50m,1 Daylight,1 Fine,1 Road-Dry,0 None,0 None,529970,181590,-0.128175,51.518289,,,Unknown,"(51.518289, -0.128175)",http://opendatacommunities.org/id/london-borough-council/camden,4996,21/12/2020 02:48:36 PM
1190182766,CAMDEN,1 DRIVER/RIDER,1 MALE,25-59,31,1,3 SLIGHT,'-2 NOT APPLICABLE,'-2 NOT APPLICABLE,3 POWERED 2 WHEELER,"On West End Lane, 25 metres east of the junction with Iverson Road.",2,22/05/2019 07:20:00 PM,Wednesday,19.20,3 BOR,B,510,6 SINGLE CWY,20,00 NO JUN IN 20M,,0,0,0 NO XING FACILITY IN 50M,2 DAYLIGHT,1 FINE,1 ROAD-DRY,0 NONE,0 NONE,525528,184769,-0.191028,51.547862,,,Unknown,"(51.547862, -0.191028)",http://opendatacommunities.org/id/london-borough-council/camden,9033,21/12/2020 02:48:44 PM
1190160117,CAMDEN,1 DRIVER/RIDER,1 MALE,25-59,35,1,3 SLIGHT,'-2 NOT APPLICABLE,'-2 NOT APPLICABLE,2 PEDAL CYCLE,"On Southampton Row, near the junction with A40.",2,25/01/2019 05:41:00 PM,Friday,17.41,3 BOR,A,4200,2 ONE-WAY ST,20,06 CROSSROADS,2 AUTO SIG,A,401,5 PEDN PHASE AT ATS,1 DARK,1 FINE,1 ROAD-DRY,0 NONE,0 NONE,530472,181680,-0.12091,51.518982,,,Unknown,"(51.518982, -0.12091)",http://opendatacommunities.org/id/london-borough-council/camden,8734,21/12/2020 02:48:43 PM
